customer_id,churn_date,primary_reason,competitor_named,interview_completed,nps_at_churn
411,2023-06-15,price,,True,6
419,2023-09-27,consolidation,,False,
422,2025-06-23,price,,False,
426,2024-05-06,other,,False,
428,2023-06-09,price,,True,
431,2025-04-25,consolidation,,False,
432,2025-10-06,consolidation,,False,
435,2023-05-13,price,DevForge.ai,True,2
436,2024-07-11,price,,True,0
438,2024-05-22,price,,True,
441,2025-02-15,no_need,,True,1
443,2023-11-26,no_need,,True,1
444,2024-08-20,ai_alternative,FinBot Pro,True,
449,2024-06-13,quality,,False,
451,2025-07-18,other,,False,
454,2023-11-03,no_need,,True,
457,2023-06-14,no_need,,True,
458,2025-01-09,quality,,True,0
463,2023-01-21,price,FinBot Pro,True,1
464,2024-06-11,no_need,,False,
468,2024-11-08,consolidation,,True,4
472,2024-10-25,ai_alternative,AILegal Pro,True,
473,2024-01-23,quality,,False,
474,2023-10-19,no_need,,True,1
476,2024-03-16,other,,True,5
477,2024-02-12,consolidation,,True,
478,2024-07-15,quality,,True,4
481,2023-11-17,no_need,,True,0
484,2023-11-21,ai_alternative,MarketAI,True,
493,2023-09-01,other,,False,
497,2025-07-27,consolidation,,False,
498,2025-06-10,consolidation,,False,
500,2024-10-23,no_need,,True,
504,2024-07-07,price,MarketAI,True,1
507,2023-11-24,no_need,,False,
508,2025-11-27,no_need,,True,5
514,2025-11-25,consolidation,,True,4
519,2025-09-07,quality,HireSense AI,True,0
524,2025-01-21,ai_alternative,,False,
536,2024-12-27,other,,True,3
545,2025-09-18,price,,True,3
546,2023-01-13,other,,True,0
547,2025-04-26,ai_alternative,DevForge.ai,True,
550,2024-05-25,no_need,,False,
554,2024-04-12,consolidation,,True,2
556,2023-12-13,consolidation,,False,
558,2024-01-03,quality,,False,
560,2024-06-07,price,,True,2
564,2023-08-28,consolidation,,False,
566,2025-04-11,quality,,True,4
569,2023-09-05,no_need,Ушли inhouse,True,
571,2024-03-28,quality,,True,0
572,2025-01-13,consolidation,,False,
576,2024-10-19,other,,False,
577,2023-01-14,no_need,Конкурент-маркетплейс,True,2
582,2023-08-08,consolidation,,True,1
587,2023-07-02,consolidation,,True,2
590,2024-05-04,quality,,True,4
591,2025-01-17,quality,,True,5
593,2024-09-20,quality,,False,
594,2023-03-03,consolidation,HireSense AI,True,1
595,2024-03-19,price,,False,
599,2024-08-28,no_need,,False,
600,2024-12-20,consolidation,,True,2
605,2023-07-13,no_need,,False,
607,2024-03-04,price,,True,3
610,2023-01-23,ai_alternative,HireSense AI,True,
615,2023-02-05,no_need,MarketAI,True,3
616,2025-04-01,ai_alternative,HireSense AI,True,2
617,2023-02-01,ai_alternative,,False,
618,2023-11-21,price,,False,
619,2024-08-20,ai_alternative,AILegal Pro,True,
621,2023-05-22,quality,MarketAI,True,2
624,2024-05-03,ai_alternative,,False,
628,2025-02-19,quality,,True,
631,2023-11-22,quality,,True,6
632,2023-04-27,price,,False,
639,2023-09-27,consolidation,,False,
640,2024-07-14,consolidation,,True,
641,2024-06-28,no_need,,True,1
643,2024-10-19,no_need,,False,
648,2023-01-04,price,,False,
651,2023-02-03,consolidation,,False,
654,2023-12-08,price,,False,
655,2023-02-25,quality,,True,4
659,2023-09-18,no_need,,False,
660,2023-09-23,consolidation,,False,
663,2023-02-14,price,DevForge.ai,True,6
665,2023-11-26,other,,False,
666,2023-07-21,consolidation,,True,3
673,2024-10-16,price,,True,
678,2024-03-17,ai_alternative,HireSense AI,True,1
681,2025-09-22,consolidation,Конкурент-маркетплейс,True,1
682,2023-07-08,no_need,,False,
691,2024-04-13,consolidation,,False,
694,2025-05-05,price,,True,5
699,2024-07-09,price,,True,2
718,2024-02-16,price,,True,4
721,2023-10-05,other,,True,
723,2024-09-13,other,,True,4
725,2024-03-05,ai_alternative,,False,
726,2023-04-11,price,,True,
727,2023-01-10,no_need,,False,
731,2024-03-24,price,,True,2
732,2024-01-03,other,,True,2
733,2023-07-22,no_need,,False,
736,2023-08-03,quality,,True,1
737,2025-06-03,price,,True,4
741,2024-12-22,no_need,AILegal Pro,True,
743,2023-09-13,price,,True,4
744,2024-04-08,price,,False,
748,2023-03-26,price,,True,4
755,2023-01-13,quality,,False,
760,2024-03-05,quality,,True,3
766,2025-01-10,price,,True,
768,2025-08-26,no_need,,True,
769,2025-10-13,consolidation,,True,4
770,2023-03-17,price,AILegal Pro,True,1
771,2023-06-15,ai_alternative,AILegal Pro,True,1
772,2023-09-06,ai_alternative,,False,
774,2025-05-01,price,,False,
776,2025-06-20,price,,False,
777,2024-07-08,ai_alternative,,False,
779,2024-01-23,ai_alternative,,False,
781,2024-09-21,price,,False,
783,2025-06-15,no_need,,True,
785,2024-08-15,ai_alternative,AILegal Pro,True,
786,2025-06-24,other,,True,3
791,2024-09-23,quality,,False,
793,2023-03-11,other,,False,
794,2023-04-25,price,,False,
796,2025-09-19,no_need,,True,
797,2025-07-14,other,,False,
799,2023-11-30,price,,True,4
800,2023-03-22,other,,True,0
801,2024-09-09,price,,True,1
807,2024-11-07,no_need,,False,
810,2023-10-17,no_need,,False,
815,2023-05-16,price,,True,1
818,2023-11-04,no_need,HireSense AI,True,
819,2024-08-13,ai_alternative,,False,
820,2024-02-14,no_need,,True,1
821,2023-03-10,no_need,,True,2
824,2024-02-08,price,,False,
826,2024-11-08,consolidation,,True,4
833,2025-05-27,ai_alternative,HireSense AI,True,5
834,2023-09-07,price,,False,
837,2023-08-18,consolidation,,False,
840,2023-01-25,no_need,,False,
841,2024-06-23,price,,True,
848,2025-05-09,ai_alternative,,False,
852,2023-06-24,price,,True,4
854,2023-02-22,no_need,,True,0
855,2023-08-05,quality,,True,5
859,2025-01-25,other,,False,
862,2025-10-23,quality,,False,
869,2024-03-15,quality,,True,2
872,2023-06-27,other,,False,
877,2023-04-11,price,,True,6
880,2025-07-04,price,,True,5
883,2025-12-16,price,,True,2
884,2025-08-13,ai_alternative,MarketAI,True,
886,2025-03-07,no_need,,False,
889,2025-03-20,no_need,DevForge.ai,True,1
892,2025-04-03,consolidation,,False,
899,2023-09-14,consolidation,,True,
901,2023-12-30,no_need,,True,2
903,2025-02-04,price,Конкурент-маркетплейс,True,2
910,2023-05-14,other,,True,0
912,2023-07-09,no_need,DevForge.ai,True,5
913,2024-08-20,other,,True,2
914,2023-12-11,price,,False,
916,2024-01-05,other,HireSense AI,True,2
919,2025-02-07,price,,False,
920,2023-11-22,no_need,Конкурент-маркетплейс,True,
921,2024-08-03,consolidation,,True,
924,2025-10-27,no_need,,False,
926,2024-09-21,consolidation,MarketAI,True,2
931,2023-12-15,other,,True,
933,2024-01-04,other,,True,1
936,2023-04-02,quality,,True,
940,2024-10-14,ai_alternative,AILegal Pro,True,4
943,2024-07-06,price,,True,2
945,2023-11-12,no_need,HireSense AI,True,4
947,2024-07-12,ai_alternative,DevForge.ai,True,
949,2025-09-22,ai_alternative,DevForge.ai,True,
950,2025-02-07,ai_alternative,AILegal Pro,True,
953,2024-05-11,other,,True,
956,2025-05-05,no_need,,False,
957,2024-10-25,quality,,True,5
958,2024-10-04,no_need,,False,
961,2025-01-27,ai_alternative,HireSense AI,True,3
969,2025-11-05,no_need,,False,
975,2025-05-22,no_need,,True,1
977,2024-02-11,quality,,True,3
982,2024-02-06,consolidation,,False,
984,2024-12-09,quality,,True,6
986,2023-01-25,other,,True,
987,2024-03-09,no_need,FinBot Pro,True,2
988,2024-02-24,price,,True,5
992,2024-04-23,ai_alternative,,False,
1003,2023-06-23,consolidation,,False,
1004,2024-11-10,price,,True,3
1005,2023-02-19,price,,False,
1011,2025-08-24,ai_alternative,,False,
1012,2024-03-08,consolidation,,True,1
1014,2023-11-15,price,,True,6
1015,2023-11-03,quality,,True,1
1021,2023-11-14,other,,True,3
1022,2024-10-12,no_need,,False,
1024,2024-11-28,no_need,,False,
1028,2023-05-07,other,,True,3
1032,2025-10-09,price,,True,1
1034,2024-07-23,quality,,True,5
1036,2023-11-04,consolidation,,True,
1037,2023-04-19,price,,True,
1040,2025-01-07,consolidation,,True,2
1043,2023-03-28,other,,False,
1045,2024-02-11,no_need,,True,3
1046,2024-03-27,no_need,,False,
1047,2023-07-16,price,,True,2
1048,2023-02-13,no_need,,False,
1050,2023-02-03,other,,True,3
1054,2025-02-17,quality,,True,1
1055,2024-11-01,other,Конкурент-маркетплейс,True,2
1061,2025-04-21,price,,True,
1068,2025-08-08,no_need,,True,5
1069,2024-02-12,price,,True,2
1077,2023-12-09,quality,,False,
1079,2023-05-09,ai_alternative,,False,
1087,2025-04-11,price,,True,4
1091,2024-04-07,ai_alternative,,False,
1095,2024-02-23,other,,False,
1096,2023-12-17,quality,,False,
1097,2023-12-02,consolidation,,False,
1103,2024-01-16,consolidation,,True,
1105,2024-03-06,consolidation,,True,1
1108,2024-01-29,quality,,True,0
1109,2025-02-13,ai_alternative,,False,
1110,2025-06-26,ai_alternative,HireSense AI,True,6
1114,2024-01-23,quality,,False,
1116,2023-02-01,no_need,,True,
1123,2024-12-10,quality,,False,
1125,2025-02-19,ai_alternative,,False,
1126,2024-10-11,quality,,True,4
1130,2023-07-27,price,,False,
1136,2023-09-01,price,,False,
1139,2024-02-26,no_need,,False,
1140,2023-12-06,quality,,True,
1148,2023-06-11,quality,,True,
1152,2025-03-30,consolidation,,True,3
1153,2023-07-18,consolidation,,False,
1154,2023-11-11,no_need,,False,
1157,2025-06-27,ai_alternative,,False,
1162,2023-03-01,ai_alternative,MarketAI,True,0
1164,2023-07-03,price,Конкурент-маркетплейс,True,2
1165,2024-04-01,other,,True,4
1168,2024-10-24,quality,,False,
1169,2024-07-27,other,,True,2
1171,2024-11-05,price,,True,1
1177,2024-06-04,other,,False,
1180,2024-08-16,ai_alternative,,False,
1182,2025-11-09,consolidation,,True,
1186,2023-06-08,price,,False,
1190,2023-09-15,quality,,True,4
1191,2024-10-05,price,,True,2
1192,2023-01-21,no_need,Конкурент-маркетплейс,True,2
1194,2025-03-12,price,,True,
1195,2023-04-13,price,,True,4
1197,2024-06-10,price,,False,
1198,2023-08-24,consolidation,,False,
1201,2023-11-25,quality,,False,
1202,2025-05-06,price,,False,
1204,2023-04-01,other,,True,
1205,2023-02-23,consolidation,,False,
1209,2023-06-28,quality,,True,1
1213,2023-10-11,consolidation,,False,
1214,2023-04-11,consolidation,,False,
1221,2025-09-08,quality,Конкурент-маркетплейс,True,5
1223,2024-10-25,no_need,,True,
1225,2025-01-04,ai_alternative,AILegal Pro,True,
1229,2025-01-23,ai_alternative,AILegal Pro,True,2
1232,2024-05-20,quality,,True,
1233,2025-01-07,ai_alternative,DevForge.ai,True,2
1238,2023-02-17,price,,True,4
1240,2025-08-22,no_need,,False,
1241,2025-10-15,ai_alternative,AILegal Pro,True,4
1242,2023-08-11,no_need,,False,
1254,2024-05-01,price,,True,1
1256,2023-07-26,ai_alternative,,False,
1258,2024-06-15,consolidation,,True,
1260,2023-12-18,price,,False,
1263,2025-08-25,ai_alternative,DevForge.ai,True,2
1265,2025-09-16,ai_alternative,HireSense AI,True,1
1266,2023-12-08,other,,True,
1269,2023-02-24,quality,,True,3
1272,2025-03-23,consolidation,,False,
1278,2024-04-19,no_need,,True,0
1279,2024-12-03,ai_alternative,,False,
1284,2025-10-07,consolidation,,True,3
1286,2025-10-04,ai_alternative,DevForge.ai,True,1
1294,2025-06-23,other,,True,3
1295,2023-12-12,price,,True,0
1298,2023-09-15,price,,False,
1299,2023-12-28,quality,,True,2
1301,2023-11-21,quality,Ушли inhouse,True,3
1302,2024-05-26,price,,False,
1303,2024-04-27,no_need,,True,
1304,2023-01-05,other,,False,
1306,2023-02-07,ai_alternative,HireSense AI,True,
1308,2025-06-26,ai_alternative,,False,
1314,2025-06-17,quality,,False,
1316,2025-07-14,price,,False,
1318,2023-04-08,quality,Ушли inhouse,True,3
1320,2025-07-05,quality,MarketAI,True,3
1322,2023-11-23,price,,False,
1325,2023-03-27,price,,False,
1327,2023-02-18,ai_alternative,,False,
1328,2024-05-02,ai_alternative,MarketAI,True,
1331,2023-08-17,consolidation,,True,
1333,2024-12-05,consolidation,,False,
1335,2024-02-23,price,,True,4
1338,2023-05-28,quality,,True,4
1340,2023-06-26,price,,True,5
1342,2024-03-25,price,,True,6
1344,2024-02-08,ai_alternative,AILegal Pro,True,1
1345,2025-09-24,quality,AILegal Pro,True,0
1347,2025-03-24,quality,AILegal Pro,True,1
1348,2024-09-29,ai_alternative,AILegal Pro,True,1
1355,2023-01-21,no_need,,True,4
1356,2023-06-27,no_need,,False,
1357,2023-04-11,price,,True,4
1358,2023-01-08,price,,False,
1360,2023-07-05,consolidation,,False,
1362,2023-01-26,price,,False,
1364,2024-06-02,price,,True,
1365,2023-03-14,price,,True,
1367,2023-02-09,price,,True,3
1373,2023-08-17,price,,True,1
1375,2024-06-18,price,,True,3
1376,2023-06-10,price,,False,
1381,2024-01-20,quality,,False,
1382,2023-07-19,price,,True,2
1386,2024-08-03,ai_alternative,,False,
1388,2023-07-14,consolidation,,False,
1394,2024-05-14,consolidation,,True,3
1402,2023-05-14,no_need,,True,1
1403,2024-04-13,no_need,DevForge.ai,True,
1404,2023-02-24,quality,,True,
1405,2023-08-16,price,,False,
1409,2023-08-14,ai_alternative,DevForge.ai,True,
1410,2024-05-10,price,,True,2
1412,2024-03-02,price,,True,
1414,2023-12-27,quality,,True,1
1416,2025-05-20,ai_alternative,,False,
1417,2023-11-04,no_need,,False,
1418,2024-08-17,quality,,False,
1419,2023-06-25,no_need,MarketAI,True,2
1424,2023-08-23,consolidation,,False,
1429,2023-03-20,consolidation,MarketAI,True,
1430,2025-05-08,price,,False,
1432,2024-05-11,other,,True,
1435,2023-02-03,price,,False,
1438,2024-09-26,no_need,,True,
1439,2023-12-11,other,,False,
1443,2024-09-17,quality,,False,
1446,2023-06-28,price,,True,2
1447,2023-12-26,no_need,,True,1
1452,2023-05-12,no_need,,False,
1454,2024-05-24,ai_alternative,,False,
1459,2023-01-25,price,,True,
1461,2024-09-15,quality,,False,
1465,2024-03-07,quality,,True,1
1468,2025-11-24,consolidation,,True,2
1471,2023-01-04,no_need,,True,4
1473,2024-02-28,consolidation,,False,
1475,2024-03-31,ai_alternative,,False,
1476,2024-12-25,price,HireSense AI,True,4
1477,2025-11-19,price,,True,3
1478,2024-12-27,consolidation,,True,1
1480,2025-02-03,other,,False,
1486,2023-09-14,no_need,,True,4
1487,2024-12-12,quality,,False,
1488,2023-03-20,price,,True,5
1491,2024-04-27,other,,False,
1494,2024-05-29,price,,False,
1495,2023-08-07,no_need,,True,1
1497,2023-11-10,quality,,False,
1501,2024-09-11,ai_alternative,HireSense AI,True,1
1503,2024-12-23,price,,True,2
1504,2025-01-07,other,,True,3
1505,2024-11-08,quality,,False,
1506,2025-10-06,ai_alternative,DevForge.ai,True,2
1508,2023-07-17,consolidation,FinBot Pro,True,
1512,2025-08-25,ai_alternative,MarketAI,True,0
1513,2023-10-24,quality,,True,
1520,2023-01-16,ai_alternative,MarketAI,True,
1528,2025-04-13,ai_alternative,DevForge.ai,True,
1530,2023-02-19,price,,True,1
1531,2023-05-19,other,,False,
1532,2023-06-15,other,,True,1
1536,2024-01-18,consolidation,,False,
1537,2023-01-24,other,,True,
1539,2024-07-26,consolidation,,True,2
1545,2023-01-22,other,,False,
1547,2024-01-18,quality,,True,5
1549,2023-01-27,no_need,HireSense AI,True,
1552,2023-12-10,other,,True,3
1557,2025-09-21,consolidation,,True,2
1564,2024-05-28,consolidation,,False,
1566,2024-02-21,ai_alternative,MarketAI,True,0
1568,2023-03-17,consolidation,FinBot Pro,True,3
1570,2024-04-21,price,,False,
1572,2023-09-17,quality,,True,
1576,2024-09-04,other,,False,
1578,2024-02-25,no_need,,False,
1580,2024-06-11,consolidation,AILegal Pro,True,3
1583,2024-03-07,price,,True,
1588,2023-05-06,quality,,True,5
1589,2023-05-25,consolidation,,False,
1593,2023-04-19,quality,,True,0
1595,2024-08-26,ai_alternative,MarketAI,True,
1596,2025-06-15,consolidation,,True,
1597,2024-08-27,other,,True,1
1599,2023-03-05,no_need,,False,
1600,2024-12-28,quality,,True,5
1606,2025-11-10,price,,True,3
1610,2024-05-18,consolidation,,True,2
1612,2025-03-09,no_need,,True,4
1613,2023-02-04,quality,Конкурент-маркетплейс,True,2
1615,2023-02-18,no_need,,True,
1617,2024-11-03,quality,,True,5
1618,2023-02-26,consolidation,,False,
1620,2023-02-04,quality,,False,
1622,2024-11-04,no_need,,True,
1626,2024-12-16,other,DevForge.ai,True,7
1628,2024-09-21,price,,True,
1636,2025-03-18,consolidation,Конкурент-маркетплейс,True,
1639,2024-07-11,quality,,False,
1641,2024-01-23,ai_alternative,,False,
1643,2024-12-08,consolidation,,True,1
1644,2023-04-24,no_need,,True,0
1645,2023-07-02,other,,True,7
1648,2023-08-02,no_need,DevForge.ai,True,3
1650,2025-07-25,quality,,False,
1651,2023-06-23,no_need,FinBot Pro,True,2
1653,2025-06-11,no_need,,False,
1659,2025-05-27,ai_alternative,AILegal Pro,True,2
1661,2023-09-16,price,MarketAI,True,1
1671,2024-10-10,ai_alternative,DevForge.ai,True,0
1672,2025-04-19,quality,,True,2
1673,2023-12-05,price,,False,
1674,2025-01-23,ai_alternative,,False,
1676,2024-01-04,quality,FinBot Pro,True,
1677,2023-02-20,price,,True,4
1678,2025-05-10,quality,,True,0
1679,2023-12-29,price,,True,
1680,2023-12-21,ai_alternative,AILegal Pro,True,1
1685,2024-11-28,quality,MarketAI,True,2
1688,2024-10-15,ai_alternative,,False,
1690,2024-09-10,other,Конкурент-маркетплейс,True,3
1712,2025-10-26,ai_alternative,,False,
1716,2023-11-15,consolidation,,False,
1717,2025-08-28,ai_alternative,FinBot Pro,True,1
1718,2023-12-07,consolidation,,True,
1720,2023-07-28,no_need,,True,0
1721,2024-08-24,other,,True,0
1722,2024-11-26,consolidation,,True,
1723,2023-10-21,price,,True,1
1724,2024-03-08,ai_alternative,AILegal Pro,True,4
1726,2023-02-11,no_need,,True,3
1727,2024-10-25,price,,False,
1731,2023-05-25,quality,,True,
1740,2024-02-19,quality,AILegal Pro,True,0
1743,2023-09-15,price,,True,2
1746,2025-04-26,other,,True,
1748,2025-04-09,consolidation,,False,
1750,2025-04-28,price,,True,1
1752,2023-10-24,consolidation,,False,
1756,2024-10-26,ai_alternative,DevForge.ai,True,4
1757,2023-06-08,price,,True,4
1759,2024-01-04,price,,True,3
1760,2023-10-24,no_need,,False,
1762,2025-01-14,no_need,,False,
1763,2024-06-22,price,,True,2
1765,2025-05-20,quality,,True,2
1767,2024-05-17,no_need,,False,
1768,2023-12-26,consolidation,,False,
1772,2024-12-29,quality,,True,6
1773,2025-07-10,no_need,,False,
1774,2023-06-11,consolidation,DevForge.ai,True,
1775,2024-11-07,other,,False,
1781,2023-11-24,no_need,,False,
1782,2024-05-24,consolidation,,False,
1783,2025-01-22,ai_alternative,MarketAI,True,2
1786,2024-08-04,ai_alternative,HireSense AI,True,
1788,2024-12-27,no_need,,False,
1789,2024-05-16,price,,True,3
1800,2025-08-16,consolidation,AILegal Pro,True,3
1804,2024-02-03,no_need,,True,7
1807,2025-07-27,ai_alternative,,False,
1809,2024-01-13,ai_alternative,MarketAI,True,5
1810,2023-11-07,no_need,,False,
1811,2023-11-28,price,,False,
1816,2025-08-21,no_need,,False,
1817,2024-05-24,quality,FinBot Pro,True,1
1818,2024-03-26,ai_alternative,,False,
1819,2024-06-23,price,,False,
1822,2023-03-19,consolidation,,True,
1824,2024-06-12,consolidation,,False,
1828,2023-08-29,price,,False,
1829,2023-10-01,consolidation,,True,
1833,2025-09-02,quality,,True,
1835,2023-07-01,price,,True,0
1836,2023-01-26,no_need,,False,
1837,2023-04-16,other,,True,6
1840,2023-03-05,quality,,True,
1847,2023-05-16,quality,,False,
1848,2023-12-27,no_need,,True,1
1853,2025-01-20,no_need,,False,
1855,2024-06-11,price,,False,
1859,2024-05-03,quality,,True,4
1862,2023-08-02,quality,DevForge.ai,True,2
1863,2023-09-15,price,,False,
1865,2023-06-02,no_need,,True,1
1867,2025-11-01,price,,False,
1868,2024-06-07,price,,False,
1870,2023-06-09,no_need,,True,
1871,2023-03-01,quality,,False,
1872,2023-08-19,other,,False,
1882,2023-10-09,no_need,,False,
1883,2023-01-24,price,,True,0
1884,2023-05-16,consolidation,,False,
1885,2023-08-27,quality,,True,3
1887,2024-05-13,no_need,,False,
1888,2023-12-18,no_need,,False,
1890,2023-01-03,quality,,False,
1893,2025-08-14,consolidation,,True,0
1894,2024-08-12,no_need,,False,
1898,2023-06-22,consolidation,,True,
1901,2024-07-13,quality,,True,0
1905,2025-12-11,no_need,,True,2
1906,2023-11-08,price,,True,
1908,2023-03-09,no_need,,True,3
1911,2024-08-20,consolidation,,True,
1914,2025-07-01,ai_alternative,,False,
1915,2025-09-16,ai_alternative,,False,
1917,2024-05-16,price,,True,
1921,2025-02-13,other,,True,
1922,2024-09-03,other,,True,4
1925,2024-05-01,no_need,,True,4
1926,2024-06-25,other,,False,
1933,2023-10-22,consolidation,,True,
1934,2024-01-03,no_need,,True,6
1937,2024-09-21,no_need,,True,5
1938,2023-04-04,quality,FinBot Pro,True,3
1945,2023-03-17,quality,,True,1
1947,2023-07-27,consolidation,,True,1
1951,2023-12-27,price,,True,
1953,2024-04-14,price,,True,0
1954,2024-05-19,consolidation,,True,2
1956,2023-02-22,price,FinBot Pro,True,
1957,2023-08-12,quality,,True,2
1963,2023-03-07,consolidation,,True,
1968,2024-05-23,price,,True,
1970,2023-03-28,quality,,True,
1974,2023-03-13,no_need,,True,
1976,2023-02-21,consolidation,,False,
1979,2024-03-26,quality,,True,2
1983,2025-11-30,no_need,,False,
1984,2024-12-09,quality,,False,
1987,2024-01-28,no_need,,True,
1992,2023-08-27,ai_alternative,FinBot Pro,True,1
1995,2023-03-21,quality,,True,1
1996,2025-05-04,consolidation,FinBot Pro,True,
2000,2023-02-02,consolidation,,True,
2001,2023-04-23,no_need,,False,
2002,2023-07-12,ai_alternative,FinBot Pro,True,0
2005,2024-07-14,ai_alternative,MarketAI,True,
2006,2023-12-16,quality,,False,
2007,2023-01-16,quality,,False,
