response_id,customer_id,product_line_id,response_date,score,category,comment_tag
89,426,9,2023-03-20,3,detractor,support
90,431,1,2023-02-17,5,detractor,price
91,435,4,2023-01-28,3,detractor,quality
92,436,1,2023-02-18,3,detractor,support
93,437,2,2023-03-09,8,passive,quality
94,443,3,2023-02-04,8,passive,nps_growth
95,448,8,2023-02-25,10,promoter,nps_growth
96,456,1,2023-02-11,6,detractor,price
97,462,5,2023-02-17,9,promoter,nps_growth
98,477,2,2023-02-16,7,passive,support
99,481,4,2023-03-01,2,detractor,price
100,490,3,2023-03-09,9,promoter,nps_growth
101,493,5,2023-03-20,6,detractor,churn_intent
102,498,9,2023-02-05,3,detractor,churn_intent
103,511,5,2023-01-28,8,passive,support
104,514,3,2023-02-14,4,detractor,quality
105,523,1,2023-03-20,9,promoter,nps_growth
106,525,2,2023-01-23,8,passive,price
107,534,9,2023-02-23,8,passive,support
108,535,4,2023-03-01,8,passive,support
109,537,2,2023-02-11,9,promoter,nps_growth
110,543,6,2023-03-14,9,promoter,nps_growth
111,545,1,2023-01-27,3,detractor,support
112,548,7,2023-01-22,8,passive,price
113,550,2,2023-02-21,7,passive,quality
114,552,2,2023-02-09,9,promoter,nps_growth
115,555,9,2023-02-10,10,promoter,nps_growth
116,556,4,2023-03-21,4,detractor,price
117,560,9,2023-02-09,7,passive,nps_growth
118,564,5,2023-02-16,7,passive,quality
119,567,5,2023-03-02,10,promoter,nps_growth
120,568,4,2023-03-17,10,promoter,nps_growth
121,569,2,2023-01-22,4,detractor,price
122,578,5,2023-03-05,9,promoter,nps_growth
123,580,5,2023-03-07,7,passive,nps_growth
124,587,8,2023-03-17,6,detractor,quality
125,588,1,2023-02-11,10,promoter,nps_growth
126,594,9,2023-01-21,7,passive,support
127,600,4,2023-02-01,5,detractor,churn_intent
128,603,3,2023-02-19,10,promoter,nps_growth
129,611,3,2023-02-20,9,promoter,nps_growth
130,616,2,2023-01-23,3,detractor,support
131,619,4,2023-03-19,0,detractor,price
132,620,4,2023-02-22,9,promoter,nps_growth
133,622,3,2023-03-07,10,promoter,nps_growth
134,626,3,2023-02-11,10,promoter,nps_growth
135,633,8,2023-01-28,10,promoter,nps_growth
136,638,6,2023-03-17,8,passive,support
137,640,7,2023-02-12,7,passive,nps_growth
138,642,5,2023-02-13,7,passive,quality
139,651,6,2023-02-04,3,detractor,quality
140,652,9,2023-02-28,9,promoter,nps_growth
141,656,3,2023-03-19,8,passive,quality
142,665,9,2023-03-14,2,detractor,quality
143,666,9,2023-02-11,4,detractor,support
144,673,1,2023-03-19,7,passive,quality
145,678,3,2023-02-20,5,detractor,quality
146,680,3,2023-01-24,8,passive,nps_growth
147,686,8,2023-03-09,10,promoter,nps_growth
148,698,1,2023-03-01,9,promoter,nps_growth
149,701,1,2023-02-07,8,passive,support
150,702,1,2023-01-22,10,promoter,nps_growth
151,703,3,2023-02-05,9,promoter,nps_growth
152,704,2,2023-01-30,9,promoter,nps_growth
153,706,8,2023-03-17,9,promoter,nps_growth
154,711,5,2023-03-10,9,promoter,nps_growth
155,731,4,2023-02-02,5,detractor,quality
156,732,3,2023-03-06,3,detractor,price
157,736,4,2023-03-08,7,passive,price
158,741,1,2023-02-01,4,detractor,price
159,743,6,2023-02-21,5,detractor,support
160,746,5,2023-02-23,10,promoter,nps_growth
161,747,3,2023-03-21,10,promoter,nps_growth
162,749,2,2023-03-09,8,passive,quality
163,755,5,2023-02-20,8,passive,nps_growth
164,766,9,2023-03-21,6,detractor,quality
165,775,2,2023-02-27,8,passive,nps_growth
166,780,5,2023-02-01,7,passive,quality
167,803,8,2023-02-22,8,passive,support
168,804,4,2023-02-05,9,promoter,nps_growth
169,814,5,2023-03-16,9,promoter,nps_growth
170,818,3,2023-02-12,5,detractor,quality
171,819,5,2023-01-23,6,detractor,quality
172,835,1,2023-02-20,8,passive,support
173,837,3,2023-02-20,5,detractor,quality
174,839,9,2023-02-26,9,promoter,nps_growth
175,845,4,2023-02-24,10,promoter,nps_growth
176,851,3,2023-01-28,9,promoter,nps_growth
177,853,2,2023-02-18,10,promoter,nps_growth
178,855,3,2023-02-19,6,detractor,quality
179,866,4,2023-02-07,10,promoter,nps_growth
180,868,2,2023-03-04,10,promoter,nps_growth
181,869,1,2023-03-21,8,passive,support
182,870,8,2023-03-05,10,promoter,nps_growth
183,872,8,2023-02-16,7,passive,support
184,876,3,2023-03-14,10,promoter,nps_growth
185,890,3,2023-03-21,9,promoter,nps_growth
186,891,3,2023-03-17,10,promoter,nps_growth
187,896,5,2023-02-17,10,promoter,nps_growth
188,899,9,2023-02-02,5,detractor,quality
189,900,4,2023-02-01,7,passive,price
190,920,1,2023-02-28,3,detractor,price
191,938,3,2023-01-21,10,promoter,nps_growth
192,939,5,2023-03-09,8,passive,nps_growth
193,943,1,2023-02-18,9,promoter,nps_growth
194,949,2,2023-03-02,7,passive,quality
195,954,3,2023-01-21,9,promoter,nps_growth
196,960,7,2023-02-25,9,promoter,nps_growth
197,962,5,2023-02-10,9,promoter,nps_growth
198,963,4,2023-03-15,9,promoter,nps_growth
199,967,2,2023-03-10,10,promoter,nps_growth
200,974,2,2023-03-03,9,promoter,nps_growth
201,977,3,2023-03-09,5,detractor,quality
202,982,2,2023-03-10,2,detractor,price
203,984,3,2023-02-21,6,detractor,quality
204,990,1,2023-03-19,8,passive,nps_growth
205,996,2,2023-02-01,9,promoter,nps_growth
206,999,6,2023-02-04,9,promoter,nps_growth
207,1006,9,2023-02-27,8,passive,price
208,1013,2,2023-02-28,10,promoter,nps_growth
209,1014,4,2023-02-05,7,passive,nps_growth
210,1016,7,2023-02-11,10,promoter,nps_growth
211,1022,3,2023-03-12,3,detractor,support
212,1028,3,2023-02-27,7,passive,price
213,1031,3,2023-02-22,8,passive,quality
214,1048,7,2023-02-28,3,detractor,quality
215,1062,8,2023-02-06,8,passive,quality
216,1070,7,2023-02-07,10,promoter,nps_growth
217,1072,1,2023-03-21,6,detractor,support
218,1074,7,2023-02-14,9,promoter,nps_growth
219,1077,3,2023-02-07,8,passive,quality
220,1078,1,2023-01-31,10,promoter,nps_growth
221,1081,2,2023-02-13,8,passive,support
222,1085,4,2023-02-18,8,passive,quality
223,1086,7,2023-03-18,8,passive,quality
224,1087,3,2023-02-04,5,detractor,price
225,1093,5,2023-02-09,8,passive,nps_growth
226,1094,6,2023-03-06,8,passive,nps_growth
227,1097,5,2023-02-22,5,detractor,quality
228,1103,5,2023-02-17,4,detractor,price
229,1104,7,2023-03-13,8,passive,price
230,1105,5,2023-02-01,7,passive,support
231,1113,3,2023-02-07,9,promoter,nps_growth
232,1120,9,2023-03-04,10,promoter,nps_growth
233,1131,5,2023-03-14,10,promoter,nps_growth
234,1136,3,2023-01-27,7,passive,quality
235,1140,1,2023-03-07,7,passive,support
236,1155,3,2023-02-01,10,promoter,nps_growth
237,1158,5,2023-03-10,9,promoter,nps_growth
238,1163,5,2023-01-22,10,promoter,nps_growth
239,1177,2,2023-03-10,7,passive,quality
240,1181,9,2023-02-06,10,promoter,nps_growth
241,1198,2,2023-02-24,7,passive,nps_growth
242,1201,5,2023-03-19,7,passive,price
243,1204,8,2023-02-12,5,detractor,price
244,1206,3,2023-03-08,9,promoter,nps_growth
245,1207,2,2023-02-07,8,passive,price
246,1209,5,2023-03-08,2,detractor,price
247,1213,3,2023-02-19,8,passive,nps_growth
248,1218,4,2023-02-23,9,promoter,nps_growth
249,1224,3,2023-02-16,10,promoter,nps_growth
250,1227,1,2023-03-21,9,promoter,nps_growth
251,1228,1,2023-01-31,7,passive,support
252,1230,4,2023-02-01,9,promoter,nps_growth
253,1233,2,2023-02-27,2,detractor,price
254,1242,3,2023-03-02,5,detractor,price
255,1244,3,2023-02-24,10,promoter,nps_growth
256,1256,6,2023-02-17,5,detractor,price
257,1263,5,2023-01-29,6,detractor,churn_intent
258,1266,9,2023-02-22,9,promoter,nps_growth
259,1270,3,2023-02-01,7,passive,quality
260,1275,9,2023-03-19,8,passive,quality
261,1284,4,2023-02-13,5,detractor,churn_intent
262,1288,3,2023-02-02,9,promoter,nps_growth
263,1290,8,2023-02-16,10,promoter,nps_growth
264,1297,6,2023-03-16,10,promoter,nps_growth
265,1301,3,2023-03-01,3,detractor,price
266,1303,3,2023-02-01,6,detractor,price
267,1308,9,2023-02-26,5,detractor,price
268,1311,9,2023-03-07,8,passive,support
269,1315,9,2023-03-13,10,promoter,nps_growth
270,1320,9,2023-03-01,10,promoter,nps_growth
271,1325,9,2023-02-03,7,passive,quality
272,1326,5,2023-03-08,10,promoter,nps_growth
273,1327,8,2023-03-04,5,detractor,price
274,1330,7,2023-03-07,10,promoter,nps_growth
275,1333,3,2023-01-29,6,detractor,price
276,1334,2,2023-02-20,8,passive,nps_growth
277,1335,4,2023-01-28,2,detractor,quality
278,1345,4,2023-02-09,7,passive,support
279,1357,2,2023-01-31,3,detractor,support
280,1375,8,2023-03-13,5,detractor,price
281,1382,7,2023-02-05,10,promoter,nps_growth
282,1383,5,2023-02-01,9,promoter,nps_growth
283,1386,6,2023-02-27,8,passive,quality
284,1393,9,2023-03-12,9,promoter,nps_growth
285,1397,5,2023-03-13,9,promoter,nps_growth
286,1402,7,2023-03-06,9,promoter,nps_growth
287,1403,2,2023-03-12,3,detractor,price
288,1407,8,2023-02-25,7,passive,price
289,1409,9,2023-02-02,8,passive,price
290,1415,4,2023-03-16,8,passive,price
291,1418,7,2023-03-16,6,detractor,price
292,1419,4,2023-03-15,7,passive,support
293,1424,2,2023-01-23,4,detractor,quality
294,1427,1,2023-02-16,10,promoter,nps_growth
295,1431,3,2023-02-20,9,promoter,nps_growth
296,1437,1,2023-02-16,6,detractor,quality
297,1439,3,2023-01-30,8,passive,support
298,1442,2,2023-03-09,10,promoter,nps_growth
299,1446,2,2023-02-28,4,detractor,quality
300,1447,5,2023-03-10,3,detractor,support
301,1452,1,2023-03-21,5,detractor,quality
302,1456,5,2023-02-11,9,promoter,nps_growth
303,1457,9,2023-02-18,10,promoter,nps_growth
304,1462,9,2023-01-22,9,promoter,nps_growth
305,1467,9,2023-01-23,8,passive,quality
306,1473,4,2023-03-18,6,detractor,churn_intent
307,1476,4,2023-02-14,3,detractor,support
308,1477,8,2023-03-18,6,detractor,quality
309,1480,2,2023-03-02,10,promoter,nps_growth
310,1486,9,2023-02-17,8,passive,nps_growth
311,1491,6,2023-03-05,5,detractor,quality
312,1499,6,2023-02-15,10,promoter,nps_growth
313,1505,3,2023-01-22,3,detractor,quality
314,1512,3,2023-02-16,6,detractor,support
315,1518,8,2023-01-30,7,passive,nps_growth
316,1520,9,2023-03-13,4,detractor,support
317,1522,8,2023-02-12,8,passive,price
318,1526,4,2023-03-03,10,promoter,nps_growth
319,1530,6,2023-03-13,6,detractor,support
320,1534,2,2023-02-15,9,promoter,nps_growth
321,1536,9,2023-02-21,6,detractor,price
322,1540,8,2023-02-17,7,passive,nps_growth
323,1543,2,2023-03-02,10,promoter,nps_growth
324,1553,1,2023-03-01,10,promoter,nps_growth
325,1556,1,2023-02-14,10,promoter,nps_growth
326,1559,4,2023-02-23,9,promoter,nps_growth
327,1563,9,2023-03-19,8,passive,support
328,1565,9,2023-01-24,10,promoter,nps_growth
329,1569,9,2023-03-01,10,promoter,nps_growth
330,1575,1,2023-02-24,9,promoter,nps_growth
331,1580,2,2023-03-14,6,detractor,price
332,1583,8,2023-03-04,6,detractor,support
333,1591,3,2023-02-10,7,passive,quality
334,1596,6,2023-03-16,4,detractor,quality
335,1597,6,2023-03-17,5,detractor,churn_intent
336,1599,2,2023-02-01,2,detractor,churn_intent
337,1601,4,2023-01-23,9,promoter,nps_growth
338,1604,5,2023-03-04,8,passive,nps_growth
339,1608,2,2023-01-25,10,promoter,nps_growth
340,1612,3,2023-03-12,6,detractor,price
341,1613,1,2023-03-17,7,passive,nps_growth
342,1619,8,2023-03-12,7,passive,price
343,1631,9,2023-02-04,7,passive,price
344,1632,4,2023-01-23,10,promoter,nps_growth
345,1635,7,2023-03-14,9,promoter,nps_growth
346,1639,2,2023-02-27,7,passive,quality
347,1644,3,2023-01-25,3,detractor,price
348,1646,9,2023-01-27,8,passive,nps_growth
349,1649,4,2023-01-21,9,promoter,nps_growth
350,1665,6,2023-03-16,10,promoter,nps_growth
351,1678,1,2023-01-26,6,detractor,price
352,1680,2,2023-01-28,9,promoter,nps_growth
353,1681,1,2023-02-13,10,promoter,nps_growth
354,1683,4,2023-02-01,8,passive,support
355,1684,3,2023-03-02,10,promoter,nps_growth
356,1687,7,2023-02-12,8,passive,support
357,1688,3,2023-03-02,7,passive,quality
358,1694,6,2023-03-19,8,passive,price
359,1695,1,2023-02-02,9,promoter,nps_growth
360,1702,1,2023-02-17,9,promoter,nps_growth
361,1711,2,2023-03-16,8,passive,nps_growth
362,1719,1,2023-02-16,8,passive,quality
363,1720,6,2023-02-24,6,detractor,price
364,1727,2,2023-02-08,7,passive,price
365,1728,2,2023-03-18,9,promoter,nps_growth
366,1731,1,2023-02-07,3,detractor,quality
367,1735,3,2023-02-16,10,promoter,nps_growth
368,1743,9,2023-02-05,6,detractor,quality
369,1748,2,2023-02-19,5,detractor,churn_intent
370,1759,4,2023-01-22,8,passive,quality
371,1767,6,2023-01-31,3,detractor,price
372,1768,7,2023-03-13,7,passive,nps_growth
373,1769,4,2023-03-21,6,detractor,quality
374,1770,1,2023-03-08,7,passive,support
375,1773,5,2023-03-20,5,detractor,price
376,1776,5,2023-02-02,8,passive,quality
377,1777,1,2023-02-25,10,promoter,nps_growth
378,1780,7,2023-02-28,7,passive,nps_growth
379,1783,3,2023-03-21,1,detractor,price
380,1787,6,2023-01-31,10,promoter,nps_growth
381,1788,5,2023-02-24,7,passive,quality
382,1804,5,2023-02-06,6,detractor,quality
383,1808,5,2023-03-02,8,passive,nps_growth
384,1818,1,2023-03-08,7,passive,quality
385,1820,1,2023-02-27,8,passive,price
386,1822,8,2023-02-03,3,detractor,churn_intent
387,1825,7,2023-03-13,10,promoter,nps_growth
388,1826,7,2023-02-09,10,promoter,nps_growth
389,1830,8,2023-03-03,10,promoter,nps_growth
390,1833,3,2023-01-29,5,detractor,quality
391,1834,1,2023-02-26,10,promoter,nps_growth
392,1836,9,2023-02-01,5,detractor,support
393,1838,2,2023-03-03,7,passive,quality
394,1851,7,2023-02-18,10,promoter,nps_growth
395,1859,1,2023-02-19,7,passive,price
396,1863,5,2023-03-01,2,detractor,price
397,1865,9,2023-02-18,4,detractor,churn_intent
398,1870,2,2023-02-05,5,detractor,price
399,1871,7,2023-01-24,3,detractor,support
400,1875,1,2023-02-11,8,passive,price
401,1879,3,2023-03-19,9,promoter,nps_growth
402,1884,9,2023-02-08,1,detractor,churn_intent
403,1895,4,2023-02-07,10,promoter,nps_growth
404,1896,6,2023-02-17,9,promoter,nps_growth
405,1900,9,2023-02-16,9,promoter,nps_growth
406,1901,2,2023-01-28,6,detractor,churn_intent
407,1906,3,2023-03-03,4,detractor,quality
408,1908,2,2023-02-20,6,detractor,support
409,1910,2,2023-02-07,9,promoter,nps_growth
410,1915,3,2023-01-29,4,detractor,price
411,1917,1,2023-02-26,7,passive,price
412,1919,9,2023-01-30,10,promoter,nps_growth
413,1929,1,2023-02-18,9,promoter,nps_growth
414,1932,8,2023-01-29,10,promoter,nps_growth
415,1933,8,2023-03-21,9,promoter,nps_growth
416,1942,9,2023-01-29,9,promoter,nps_growth
417,1946,6,2023-03-01,8,passive,price
418,1950,8,2023-02-09,10,promoter,nps_growth
419,1951,8,2023-03-16,1,detractor,price
420,1954,1,2023-03-19,3,detractor,support
421,1958,9,2023-03-15,7,passive,support
422,1960,1,2023-02-17,10,promoter,nps_growth
423,1961,9,2023-03-14,8,passive,support
424,1963,1,2023-02-04,10,promoter,nps_growth
425,1965,4,2023-02-28,9,promoter,nps_growth
426,1972,9,2023-01-26,10,promoter,nps_growth
427,1974,4,2023-03-03,6,detractor,price
428,1978,6,2023-02-26,9,promoter,nps_growth
429,1991,1,2023-02-25,10,promoter,nps_growth
430,1993,3,2023-02-11,9,promoter,nps_growth
431,1994,9,2023-02-27,7,passive,quality
432,1996,4,2023-03-08,5,detractor,quality
433,1998,1,2023-01-26,10,promoter,nps_growth
434,2002,6,2023-03-12,5,detractor,churn_intent
435,2004,3,2023-01-25,10,promoter,nps_growth
436,2006,4,2023-03-20,7,passive,quality
437,2009,1,2023-02-15,3,detractor,price
438,2010,3,2023-03-08,2,detractor,price
439,2014,4,2023-01-24,7,passive,quality
440,2017,2,2023-02-27,10,promoter,nps_growth
441,2034,3,2023-02-19,6,detractor,churn_intent
442,2042,8,2023-02-08,4,detractor,support
443,2045,3,2023-01-26,8,passive,quality
444,2049,6,2023-02-09,9,promoter,nps_growth
445,2058,9,2023-02-10,9,promoter,nps_growth
446,2063,5,2023-03-06,4,detractor,quality
447,2072,8,2023-03-09,3,detractor,quality
448,2074,7,2023-03-01,6,detractor,quality
449,2079,2,2023-02-13,8,passive,quality
450,2088,2,2023-02-11,8,passive,price
451,2090,7,2023-03-08,9,promoter,nps_growth
452,2100,2,2023-02-28,4,detractor,support
453,2108,5,2023-02-22,6,detractor,quality
454,2109,1,2023-02-19,9,promoter,nps_growth
455,2110,6,2023-03-07,9,promoter,nps_growth
456,2113,4,2023-02-21,8,passive,price
457,2117,4,2023-02-15,7,passive,support
458,2120,2,2023-02-20,10,promoter,nps_growth
459,2128,5,2023-02-13,3,detractor,churn_intent
460,2132,1,2023-02-13,9,promoter,nps_growth
461,2135,2,2023-02-20,7,passive,support
462,2144,2,2023-03-04,3,detractor,support
463,2148,5,2023-01-25,10,promoter,nps_growth
464,2149,9,2023-02-14,9,promoter,nps_growth
465,2152,4,2023-03-20,7,passive,quality
466,2157,8,2023-03-14,10,promoter,nps_growth
467,2170,4,2023-03-03,5,detractor,price
468,2171,9,2023-02-04,9,promoter,nps_growth
469,2173,7,2023-01-25,10,promoter,nps_growth
470,2175,2,2023-03-21,6,detractor,churn_intent
471,2180,8,2023-02-03,8,passive,support
472,2185,8,2023-03-06,5,detractor,price
473,2186,4,2023-03-05,10,promoter,nps_growth
474,2187,5,2023-01-30,10,promoter,nps_growth
475,2188,5,2023-03-07,5,detractor,churn_intent
476,2189,4,2023-01-23,9,promoter,nps_growth
477,2191,3,2023-03-14,9,promoter,nps_growth
478,2196,4,2023-02-14,6,detractor,price
479,2202,7,2023-02-07,6,detractor,churn_intent
480,2203,5,2023-03-19,8,passive,quality
481,2209,2,2023-02-24,10,promoter,nps_growth
482,2210,6,2023-01-21,6,detractor,support
483,2214,3,2023-03-01,9,promoter,nps_growth
484,2216,7,2023-02-26,10,promoter,nps_growth
485,2221,1,2023-02-17,2,detractor,price
486,2230,4,2023-03-18,6,detractor,price
487,2231,6,2023-02-04,6,detractor,price
488,2235,3,2023-03-17,7,passive,price
489,2237,9,2023-02-13,10,promoter,nps_growth
490,2240,1,2023-02-11,10,promoter,nps_growth
491,2245,5,2023-02-07,8,passive,price
492,2253,7,2023-01-23,10,promoter,nps_growth
493,2258,9,2023-02-05,4,detractor,quality
494,2262,9,2023-01-26,6,detractor,churn_intent
495,2263,5,2023-03-01,10,promoter,nps_growth
496,2264,2,2023-01-28,7,passive,nps_growth
497,2274,3,2023-02-28,7,passive,price
498,2284,5,2023-01-27,8,passive,quality
499,2285,3,2023-03-03,8,passive,price
500,2286,9,2023-03-02,9,promoter,nps_growth
501,2289,8,2023-02-04,10,promoter,nps_growth
502,2290,4,2023-02-04,4,detractor,quality
503,2291,1,2023-03-10,9,promoter,nps_growth
504,2292,2,2023-02-01,9,promoter,nps_growth
505,2294,4,2023-03-03,10,promoter,nps_growth
506,2295,2,2023-03-04,10,promoter,nps_growth
507,2296,9,2023-03-15,10,promoter,nps_growth
508,2301,3,2023-02-08,6,detractor,churn_intent
509,2306,2,2023-02-26,8,passive,price
510,2315,8,2023-02-12,8,passive,support
511,2320,1,2023-02-12,3,detractor,quality
512,2326,3,2023-03-05,10,promoter,nps_growth
513,2327,7,2023-02-27,8,passive,nps_growth
514,2330,3,2023-03-08,6,detractor,support
515,2345,1,2023-02-15,8,passive,price
516,2349,3,2023-03-15,10,promoter,nps_growth
517,2353,9,2023-02-11,7,passive,quality
518,2357,9,2023-03-21,10,promoter,nps_growth
519,2363,9,2023-03-11,7,passive,price
520,2365,1,2023-01-27,8,passive,price
521,2366,3,2023-01-24,10,promoter,nps_growth
522,2382,1,2023-01-31,9,promoter,nps_growth
523,2383,6,2023-02-08,10,promoter,nps_growth
524,2385,9,2023-02-06,4,detractor,quality
525,2392,3,2023-02-23,10,promoter,nps_growth
526,2395,9,2023-02-28,5,detractor,quality
527,2402,1,2023-02-08,10,promoter,nps_growth
528,2406,6,2023-02-02,4,detractor,price
529,2410,2,2023-01-30,10,promoter,nps_growth
530,2414,2,2023-01-22,2,detractor,churn_intent
531,2419,9,2023-02-28,8,passive,quality
532,2422,9,2023-01-30,9,promoter,nps_growth
533,2440,5,2023-02-20,10,promoter,nps_growth
534,2441,7,2023-02-21,6,detractor,quality
535,2445,1,2023-02-16,6,detractor,price
536,2452,6,2023-02-21,5,detractor,quality
537,2459,7,2023-01-28,5,detractor,price
538,2476,1,2023-01-23,6,detractor,support
539,2485,9,2023-02-19,6,detractor,support
540,2488,3,2023-03-10,7,passive,support
541,2489,7,2023-01-29,10,promoter,nps_growth
542,2497,6,2023-03-02,10,promoter,nps_growth
543,2501,7,2023-02-10,8,passive,nps_growth
544,2512,5,2023-01-23,9,promoter,nps_growth
545,2513,2,2023-03-10,7,passive,price
546,2520,4,2023-03-03,8,passive,support
547,2525,2,2023-02-26,10,promoter,nps_growth
548,2527,9,2023-01-29,9,promoter,nps_growth
549,2537,8,2023-03-19,7,passive,support
550,2541,3,2023-01-28,4,detractor,price
551,2550,1,2023-03-14,7,passive,price
552,2560,7,2023-02-05,9,promoter,nps_growth
553,2570,9,2023-01-30,6,detractor,quality
554,2573,6,2023-02-20,10,promoter,nps_growth
555,2575,6,2023-02-11,10,promoter,nps_growth
556,2578,7,2023-03-09,5,detractor,support
557,2580,2,2023-03-21,10,promoter,nps_growth
558,2581,3,2023-02-13,10,promoter,nps_growth
559,2582,5,2023-02-06,7,passive,price
560,2583,7,2023-01-31,4,detractor,quality
561,2584,2,2023-03-05,3,detractor,price
562,2590,4,2023-03-01,8,passive,nps_growth
563,2597,9,2023-02-21,6,detractor,price
564,2600,1,2023-03-14,7,passive,quality
565,2608,2,2023-01-31,10,promoter,nps_growth
566,2628,4,2023-02-23,10,promoter,nps_growth
567,2629,8,2023-02-17,10,promoter,nps_growth
568,2633,5,2023-03-04,10,promoter,nps_growth
569,2636,3,2023-03-21,5,detractor,price
570,2643,1,2023-02-20,10,promoter,nps_growth
571,2644,4,2023-03-07,10,promoter,nps_growth
572,2656,9,2023-03-15,6,detractor,price
573,2659,4,2023-02-27,8,passive,support
574,2667,6,2023-01-22,2,detractor,quality
575,2668,6,2023-03-08,4,detractor,support
576,2669,2,2023-02-26,10,promoter,nps_growth
577,2670,3,2023-03-04,10,promoter,nps_growth
578,2676,3,2023-02-09,10,promoter,nps_growth
579,2678,2,2023-01-23,9,promoter,nps_growth
580,2686,3,2023-01-28,8,passive,price
581,2689,4,2023-02-11,10,promoter,nps_growth
582,2697,7,2023-01-30,10,promoter,nps_growth
583,2707,1,2023-03-21,9,promoter,nps_growth
584,2711,7,2023-01-21,3,detractor,price
585,2715,4,2023-02-19,8,passive,nps_growth
586,2716,1,2023-02-01,10,promoter,nps_growth
587,2721,5,2023-02-11,5,detractor,churn_intent
588,2734,6,2023-02-01,4,detractor,support
589,2747,2,2023-01-22,8,passive,price
590,2752,4,2023-02-16,9,promoter,nps_growth
